,openssl@1.1.1l/3hjnscuv4clijpe2zq6ctqdahseg6a5z:2600,openssl@1.1.1l/3hjnscuv4clijpe2zq6ctqdahseg6a5z:2994,openssl@1.1.1l/3hjnscuv4clijpe2zq6ctqdahseg6a5z:983,openssl@1.1.1l/6oyfrgdhnuxq7hl2s572ig3sbwqn6yfx:2063,openssl@1.1.1l/6oyfrgdhnuxq7hl2s572ig3sbwqn6yfx:2388,openssl@1.1.1l/6oyfrgdhnuxq7hl2s572ig3sbwqn6yfx:568,openssl@1.1.1l/cpfin4633djcagrsk63cl5pciso6qxl6:2114,openssl@1.1.1l/cpfin4633djcagrsk63cl5pciso6qxl6:2301,openssl@1.1.1l/cpfin4633djcagrsk63cl5pciso6qxl6:548,openssl@1.1.1l/glutufrm33zhgonfdbiamib45jywli6f:2736,openssl@1.1.1l/glutufrm33zhgonfdbiamib45jywli6f:3098,openssl@1.1.1l/mis7o22v3ijek6l3tjbthkojwp6a7ukk:1217,openssl@1.1.1l/mis7o22v3ijek6l3tjbthkojwp6a7ukk:3184,openssl@1.1.1l/mmax2co7zzw6qtjlk3nbfeh3gdz2jhlb:1022,openssl@1.1.1l/mmax2co7zzw6qtjlk3nbfeh3gdz2jhlb:2816,openssl@1.1.1l/mmax2co7zzw6qtjlk3nbfeh3gdz2jhlb:3158,openssl@1.1.1l/orxnn3yskqnuvonlgu6mbyp77hjhutkg:1061,openssl@1.1.1l/orxnn3yskqnuvonlgu6mbyp77hjhutkg:2688,openssl@1.1.1l/orxnn3yskqnuvonlgu6mbyp77hjhutkg:2949,openssl@1.1.1l/paqxae2r5k3xeto3skajqbev226sdj4c:2096,openssl@1.1.1l/paqxae2r5k3xeto3skajqbev226sdj4c:2264,openssl@1.1.1l/paqxae2r5k3xeto3skajqbev226sdj4c:670,openssl@1.1.1l/qcmnunlg7abzvs6o73mboldleetd3qtl:1256,openssl@1.1.1l/qcmnunlg7abzvs6o73mboldleetd3qtl:3261,openssl@1.1.1l/qcmnunlg7abzvs6o73mboldleetd3qtl:3412,openssl@1.1.1l/s2h5it47wscr5u7rt7fcxedcq4cgc7qy:1100,openssl@1.1.1l/s2h5it47wscr5u7rt7fcxedcq4cgc7qy:2643,openssl@1.1.1l/s2h5it47wscr5u7rt7fcxedcq4cgc7qy:2936,openssl@1.1.1l/scxyl35mc7kk7sfhbufvaecxvd6mj4ig:2184,openssl@1.1.1l/scxyl35mc7kk7sfhbufvaecxvd6mj4ig:2276,openssl@1.1.1l/xxjngwctakak7cc5s4m6lg3q3bxxoep3:1178,openssl@1.1.1l/xxjngwctakak7cc5s4m6lg3q3bxxoep3:2883,openssl@1.1.1l/xxjngwctakak7cc5s4m6lg3q3bxxoep3:3172,openssl@1.1.1l/zqw6sbjosjmfswtssrz4wst7ycdbsaoq:2535,openssl@1.1.1l/zqw6sbjosjmfswtssrz4wst7ycdbsaoq:2972,openssl@1.1.1l/zty2qtvaf44pd4fgrdhc4kycgg7qehcs:1295,openssl@1.1.1l/zty2qtvaf44pd4fgrdhc4kycgg7qehcs:3308,openssl@1.1.1l/zty2qtvaf44pd4fgrdhc4kycgg7qehcs:3396,pkgconf@1.8.0/2vnrvnwyicaevseh5knlh4busiwumgb4:1023,pkgconf@1.8.0/2vnrvnwyicaevseh5knlh4busiwumgb4:2817,pkgconf@1.8.0/7unr6feyyrqzu73w5r4b2kcemo7x2flo:1179,pkgconf@1.8.0/7unr6feyyrqzu73w5r4b2kcemo7x2flo:2884,pkgconf@1.8.0/anrpxjaapfdsygzbmwgbtieytfdodxvl:1257,pkgconf@1.8.0/anrpxjaapfdsygzbmwgbtieytfdodxvl:3262,pkgconf@1.8.0/apncx7jzjqh4gugt5xlovh4hb34luvsf:2483,pkgconf@1.8.0/apncx7jzjqh4gugt5xlovh4hb34luvsf:867,pkgconf@1.8.0/bb7uo4zeviibyztogxvnqjrco4yagupk:2737,pkgconf@1.8.0/begneagheoqxdp2jjc3ovcguupa65dnn:2185,pkgconf@1.8.0/cr6bl3ldhmtanxm7mzer7kl3qekdazro:1101,pkgconf@1.8.0/cr6bl3ldhmtanxm7mzer7kl3qekdazro:2644,pkgconf@1.8.0/d37tl5gquoojp6uqaozu7vnlhpb2gfkq:1940,pkgconf@1.8.0/d37tl5gquoojp6uqaozu7vnlhpb2gfkq:413,pkgconf@1.8.0/fwujkya7cgret4scz72vcqqcpswrdolz:1884,pkgconf@1.8.0/fwujkya7cgret4scz72vcqqcpswrdolz:477,pkgconf@1.8.0/imivzpopjcgskrh3bsapxmbuwbfy7n7p:2064,pkgconf@1.8.0/imivzpopjcgskrh3bsapxmbuwbfy7n7p:569,pkgconf@1.8.0/q55twym232tyzfrbyb7marogto6poqqs:1296,pkgconf@1.8.0/q55twym232tyzfrbyb7marogto6poqqs:3309,pkgconf@1.8.0/qedlxiv6bazzr4wj3745ut3rdxt75lmk:1995,pkgconf@1.8.0/qedlxiv6bazzr4wj3745ut3rdxt75lmk:696,pkgconf@1.8.0/t6nf76iv7ayzzore7wmxz4jv5qay2zmi:2845,pkgconf@1.8.0/zdyk3fxr4alc52kgi3q532x7yjnw5zzv:2759,pkgconf@1.8.0/zdyk3fxr4alc52kgi3q532x7yjnw5zzv:906,pkgconf@1.8.0/znydlxm3k6raooelyt6v2xsog57rahai:1062,pkgconf@1.8.0/znydlxm3k6raooelyt6v2xsog57rahai:2689,zlib@1.2.11/24yocv2bginjnbejmmaxyg7jnemjql3e:2186,zlib@1.2.11/24yocv2bginjnbejmmaxyg7jnemjql3e:2278,zlib@1.2.11/2psni23qo4yftgrpfcsamk5kcfcg67ta:2690,zlib@1.2.11/2psni23qo4yftgrpfcsamk5kcfcg67ta:2951,zlib@1.2.11/2psni23qo4yftgrpfcsamk5kcfcg67ta:327,zlib@1.2.11/3umxdfbhdj2r7zwdm72vqyom6b3dtxa6:2818,zlib@1.2.11/3umxdfbhdj2r7zwdm72vqyom6b3dtxa6:3160,zlib@1.2.11/3umxdfbhdj2r7zwdm72vqyom6b3dtxa6:346,zlib@1.2.11/6g3p2a2a4yram3uszldcjj4kpiwazjdu:3186,zlib@1.2.11/6g3p2a2a4yram3uszldcjj4kpiwazjdu:334,zlib@1.2.11/7dpxgmjrl4d7yorywmcq5jo7gebeeqg7:2484,zlib@1.2.11/7dpxgmjrl4d7yorywmcq5jo7gebeeqg7:3052,zlib@1.2.11/7dpxgmjrl4d7yorywmcq5jo7gebeeqg7:355,zlib@1.2.11/c7ghghldnhotuvkyfvulduz6cn6lbngp:2116,zlib@1.2.11/c7ghghldnhotuvkyfvulduz6cn6lbngp:2303,zlib@1.2.11/c7ghghldnhotuvkyfvulduz6cn6lbngp:292,zlib@1.2.11/dijq7f6agbt42mzsnzli5uww6jinrqqw:2885,zlib@1.2.11/dijq7f6agbt42mzsnzli5uww6jinrqqw:301,zlib@1.2.11/dijq7f6agbt42mzsnzli5uww6jinrqqw:3174,zlib@1.2.11/dpu67sndb4g5yrduh5rlpbvk2syzrkxj:1885,zlib@1.2.11/dpu67sndb4g5yrduh5rlpbvk2syzrkxj:2567,zlib@1.2.11/dpu67sndb4g5yrduh5rlpbvk2syzrkxj:283,zlib@1.2.11/fetfeeat5iwke6cqwx2b2hm462cf6e7w:1986,zlib@1.2.11/fetfeeat5iwke6cqwx2b2hm462cf6e7w:2335,zlib@1.2.11/fpg72wdc2n3sz3molu6v524aoxbrpf5m:2602,zlib@1.2.11/fpg72wdc2n3sz3molu6v524aoxbrpf5m:322,zlib@1.2.11/g3s7rpljzjtm3inp35catgiq6yvgtgsx:3263,zlib@1.2.11/g3s7rpljzjtm3inp35catgiq6yvgtgsx:3414,zlib@1.2.11/g3s7rpljzjtm3inp35catgiq6yvgtgsx:352,zlib@1.2.11/jd47rgbd5wrrsxqqvj3s7alpqow4hpkf:3310,zlib@1.2.11/jd47rgbd5wrrsxqqvj3s7alpqow4hpkf:337,zlib@1.2.11/jd47rgbd5wrrsxqqvj3s7alpqow4hpkf:3398,zlib@1.2.11/ksr5xv5p32nhmyhi7puvib5l3saae3ae:2846,zlib@1.2.11/ksr5xv5p32nhmyhi7puvib5l3saae3ae:3087,zlib@1.2.11/mg4stmfvswqk3ez26oi6pwmvlk5kh72g:2645,zlib@1.2.11/mg4stmfvswqk3ez26oi6pwmvlk5kh72g:2938,zlib@1.2.11/mg4stmfvswqk3ez26oi6pwmvlk5kh72g:340,zlib@1.2.11/mwifiga6wu43s7kwk34lv2nzboreynul:1996,zlib@1.2.11/mwifiga6wu43s7kwk34lv2nzboreynul:2291,zlib@1.2.11/mwifiga6wu43s7kwk34lv2nzboreynul:313,zlib@1.2.11/od3ff45qkqomztabnsdu53oodi4b4vnl:2099,zlib@1.2.11/od3ff45qkqomztabnsdu53oodi4b4vnl:2266,zlib@1.2.11/od3ff45qkqomztabnsdu53oodi4b4vnl:319,zlib@1.2.11/p2xexzf5dogrcn63iyt2m26p7brnsc2j:2065,zlib@1.2.11/p2xexzf5dogrcn63iyt2m26p7brnsc2j:310,zlib@1.2.11/rmgwufkn7yhmpl22euvymlhp6f2qqvhi:2537,zlib@1.2.11/utr5k4rrz6umwgqbvkl26ui2cmcxtvy5:2760,zlib@1.2.11/utr5k4rrz6umwgqbvkl26ui2cmcxtvy5:298,zlib@1.2.11/utr5k4rrz6umwgqbvkl26ui2cmcxtvy5:3130,zlib@1.2.11/yyp52guhrxkprm2eqppdbhnh2kbrjt5m:2738,zlib@1.2.11/yyp52guhrxkprm2eqppdbhnh2kbrjt5m:3100
curl@7.52.1/fwxe62goatfwzsga5h7k4kumjh3i2tft:3366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0
curl@7.52.1/gnbqi2b4eowemmysh4bjpiibaim6zodi:3062,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
curl@7.52.1/jpcsoglqzmdkm7kl2v3uq2ihzv2ch5ap:3376,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
curl@7.52.1/k7i2vbkf7e6khmax2dwfb26u6c74p7xt:2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.52.1/kkl7qkzw4k4i6dzhoj2wihr362hqzeap:3077,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.52.1/mff5thn55zefb3d5qhlveyc4ipfqgrwd:3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.52.1/ohqefwidvhlagturcgggb5rgckhxu5um:3458,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.52.1/tuyth57waqve6fybjhv4bhiw6ozzbmac:2478,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
curl@7.52.1/uf5k6rlcmri3qgtnabcjtbakstcfp7kx:2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.52.1/utt6g46lk5o3mngyuvhufbgtansprhtb:3390,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.52.1/xll5wqed2xo4ak47gbhbnuum5xskolpe:3126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.52.1/xv6hkphjta3fxvqlclj6hvo2wrz6eufj:2445,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
curl@7.53.1/2k57vusyjnh6dysiozqaspgdy7b7jy6r:3372,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
curl@7.53.1/2lvdifjqlakknmeujg5f3oazkuyjywwo:2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.53.1/alib3snjo37ahcaiaxnt42cdvoqrpa7j:3033,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
curl@7.53.1/bn4yo5akawgzjmcw2llvxuvcydy7bvby:3290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.53.1/cbsoa3ioajiqnqs5ed3kanp6q6hs43a3:3457,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.53.1/csra7nxd5jqvoohij2u7mzavqxywg4sh:3388,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.53.1/edzfrzmbpoolfxgalnyyqdbevsr7ofi7:2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.53.1/kgx3ukpkmaa7o5glbstop5hzenwzhvuh:3061,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
curl@7.53.1/kihlzqnxj7zlqfuovcahkxagrtoovho7:3071,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.53.1/kvknzfpje3cwzp4e6hevhzkcqen4gqhx:2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0
curl@7.53.1/kykurqc3qlhdu6gdxoqdnptq62mo2p25:3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.53.1/n2r5ujqtphiuylgdejynrpod35rgxqdb:3364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0
curl@7.53.1/noj2eh4fadgbaypzyt6zkugutmovfbk3:2474,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
curl@7.53.1/p7fso445ippvtp73zm4ww3cpguu22spj:3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.53.1/uwt2yztcugakq7zusriqevb23da3zwpm:3082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.53.1/vwuwj3gsxcdluw32oyoxrfr3zctq33ua:2375,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.53.1/xngpq2aj2v5bmustldezm7ovfo7lcbm7:2443,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
curl@7.53.1/xxo3ksuq5yhhbpexuzsc5ueyug42jvdj:2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
curl@7.53.1/yydjq2oq2trhafgnlzdy7hhp6o6whjm3:2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl@7.54.0/4ellbw3t36qxj6ctn76uyc6xhtea5oqo:2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
